ID,LEVEL
E01_1,4.233829956501722
E01_2,5.8453059643507
E01_3,5.82538166642189
E01_4,5.744742102921009
E04_1,5.345933593809605
E04_2,6.180546075105667
E04_3,5.923992425203323
E04_4,5.427737317979336
E07_1,5.270573928952217
E07_2,4.62829327583313
E07_3,5.452162615954876
E07_4,4.32333854958415
HL01_1,3.850361295044422
HL01_2,3.552082784473896
HL01_3,4.62614368647337
HL01_4,3.5470620058476925
HL04_1,4.22589224204421
HL04_2,5.224412657320499
HL04_3,3.972150918096304
HL04_4,4.914565399289131
HL07_1,5.038872510194778
HL07_2,4.062748946249485
HL07_3,3.9887208826839924
HL07_4,3.842315722256899
HL10_1,4.161518096923828
HL10_2,4.447908446192741
HL10_3,4.162096217274666
HL10_4,3.834394223988056
LI10_2,4.909060113132
LI10_3,5.224318861961365
LI10_4,3.981520101428032
M03_1,6.231614589691162
M03_2,7.060145437717438
M03_3,6.094369411468506
M03_4,5.919684626162052
M06_1,6.626235216856003
M06_2,6.4875074326992035
M06_3,6.956005468964577
M06_4,6.329104170203209
M09_1,5.919331312179565
M09_2,5.654549293220043
M09_3,5.694183357059956
M09_4,6.008442498743534
M12_1,6.294231399893761
M12_2,6.773911342024803
M12_3,6.294186197221279
M12_4,6.037559553980827
M15_1,6.151663579046726
M15_2,5.7705665826797485
M15_3,6.588068351149559
M15_4,6.209745369851589
M18_1,4.3281248435378075
M18_2,4.213082931935787
M18_3,4.6426476538181305
M18_4,5.397496864199638
M21_1,6.443696238100529
M21_2,6.31138538569212
M21_3,6.980829790234566
M21_4,6.1158111691474915
M24_1,5.896980561316013
M24_2,5.217633008956909
M24_3,5.757051229476929
M24_4,6.241893246769905
N03_1,5.294772699475288
N03_2,4.310429982841015
N03_3,3.901319369673729
N03_4,3.6343880631029606
N06_1,5.258044116199017
N06_2,4.930541358888149
N06_3,4.912537932395935
N06_4,5.8894209787249565
N09_1,7.423088505864143
N09_2,7.349292084574699
N09_3,7.299871951341629
N09_4,7.0103582590818405
N12_1,5.040672145783901
N12_2,4.886153936386108
N12_3,4.669107288122177
N12_4,4.390020456165075
N15_1,6.898125126957893
N15_2,5.9597117230296135
N15_3,6.594132840633392
N15_4,6.355413272976875
N18_1,5.906890332698822
N18_2,5.775038853287697
N18_3,4.883385233581066
N18_4,6.22231650352478
N21_1,6.467846170067787
N21_2,6.435417108237743
N21_3,6.406322844326496
N21_4,6.326083980500698
N24_1,7.809332147240639
N24_2,7.733481451869011
N24_3,7.702422261238098
N24_4,7.409513875842094
SE05_1,4.163088731467724
SE05_2,3.1812841445207596
SE05_3,3.6230955496430397
SE05_4,3.0681253634393215
SE08_1,2.8139997757971287
SE08_2,2.589319869875908
SE08_3,2.948819361627102
SE08_4,2.8786638528108597
SE11_1,3.833813399076462
SE11_2,2.8063099533319473
SE11_3,3.495735578238964
SE11_4,2.675896793603897
SE14_1,3.9941527992486954
SE14_2,3.8524293452501297
SE14_3,3.7921266481280327
SE14_4,3.7064125202596188
SE17_1,5.533697605133057
SE17_2,6.284722678363323
SE17_3,6.488723278045654
SE17_4,5.6989776045084
SE20_1,4.859333328902721
SE20_2,5.71907964348793
SE20_3,4.712965220212936
SE20_4,4.794479317963123
SE23_1,6.490204095840454
SE23_2,5.838179923593998
SE23_3,6.35924069583416
SE23_4,5.091550804674625
SW02_1,5.756137862801552
SW02_2,6.277018211781979
SW02_3,6.02428924292326
SW02_4,6.96351270377636
SW05_1,5.347686357796192
SW05_2,5.474481977522373
SW05_3,5.523768454790115
SW05_4,4.41467385366559
SW08_1,5.926912792026997
SW08_2,5.135818846523762
SW08_3,4.334863506257534
SW08_4,5.310458190739155
SW11_1,3.634009249508381
SW11_2,3.585640385746956
SW11_3,3.5488245859742165
SW11_4,3.4661601707339287
SW14_1,5.620489291846752
SW14_2,4.691364288330078
SW14_3,6.037020608782768
SW14_4,3.9588839411735535
SW17_1,4.553391791880131
SW17_2,5.196024738252163
SW17_3,4.0580083429813385
SW17_4,5.467890776693821
SW20_1,7.020044647157192
SW20_2,7.179239347577095
SW20_3,6.933943271636963
SW20_4,5.712352156639099
SW23_1,6.025060661137104
SW23_2,6.698677621781826
SW23_3,6.5409956350922585
SW23_4,4.458263471722603
TT01_1,4.181713491678238
TT01_2,3.1762494184076786
TT01_3,3.8715029060840607
TT01_4,3.034599769860506
TT04_1,4.5311559066176414
TT04_2,3.635997459292412
TT04_3,4.4378990307450294
TT04_4,4.544618912041187
